"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AJY54092","566","Human","HA","H1N1","Canada","N","2014/02/11","Influenza A virus (A/British Columbia/29/2014(H1N1))","","","","","","c"
"AJY54085","566","Human","HA","H1N1","Canada","N","2014/02/12","Influenza A virus (A/British Columbia/31/2014(H1N1))","","","","","","c"
"AJY54094","566","Human","HA","H1N1","Canada","N","2014/02/18","Influenza A virus (A/British Columbia/32/2014(H1N1))","","","","","","c"
"AHJ57551","566","Human","HA","H1N1","Canada","N","2013/12/10","Influenza A virus (A/British Columbia/43/2013(H1N1))","","","","","","c"
"AHJ57552","566","Human","HA","H1N1","Canada","N","2013/12/16","Influenza A virus (A/British Columbia/44/2013(H1N1))","","","","","","c"
"AHJ57554","566","Human","HA","H1N1","Canada","N","2013/12/18","Influenza A virus (A/British Columbia/46/2013(H1N1))","","","","","","c"
"AHJ57556","566","Human","HA","H1N1","Canada","N","2013/12/21","Influenza A virus (A/British Columbia/48/2013(H1N1))","","","","","","c"
"AGB13260","566","Human","HA","H1N1","USA","N","2011/03/24","Influenza A virus (A/Brooklyn/INS549/2011(H1N1))","","","","","","c"
"AEM92548","566","Human","HA","H1N1","Hungary","N","2011/01/18","Influenza A virus (A/Budapest/WRAIR3789T/2011(H1N1))","","","","","","c"
"AHH25296","566","Human","HA","H1N1","Burkina Faso","T","2012/04/03","Influenza A virus (A/Burkina Faso/026/2012(H1N1))","","","","","","nc"
"AHH25231","566","Human","HA","H1N1","Burkina Faso","T","2012/06/10","Influenza A virus (A/Burkina Faso/595/2012(H1N1))","","","","","","nc"
"AGB13500","566","Human","HA","H1N1","Australia","S","2010/09/15","Influenza A virus (A/Cairns North/INS597/2010(H1N1))","","","","","","c"
"AGI53565","566","Human","HA","H1N1","USA","N","2010/01/26","Influenza A virus (A/California/03/2010(H1N1))","","","","","","c"
"AGI53384","566","Human","HA","H1N1","USA","N","2010/03/04","Influenza A virus (A/California/05/2010(H1N1))","","","","","","c"
"AGI52583","566","Human","HA","H1N1","USA","N","2010/04/05","Influenza A virus (A/California/06/2010(H1N1))","","","","","","c"
"AGI52676","566","Human","HA","H1N1","USA","N","2010/04/23","Influenza A virus (A/California/07/2010(H1N1))","","","","","","c"
"AGK72427","566","Human","HA","H1N1","USA","N","2011/01/27","Influenza A virus (A/California/07/2011(H1N1))","","","","","","c"
"AGI52611","566","Human","HA","H1N1","USA","N","2010/04/24","Influenza A virus (A/California/08/2010(H1N1))","","","","","","c"
"AIM39601","566","Human","HA","H1N1","USA","N","2014/01/17","Influenza A virus (A/California/08/2014(H1N1))","","","","","","c"
"ANM87248","566","Human","HA","H1N1","USA","N","2016/01/05","Influenza A virus (A/California/08/2016(H1N1))","","","","","","c"
"AGI55407","566","Human","HA","H1N1","USA","N","2010/05/11","Influenza A virus (A/California/09/2010(H1N1))","","","","","","c"
"AGV29208","566","Human","HA","H1N1","USA","N","2013/01/22","Influenza A virus (A/California/09/2013(H1N1))","","","","","","c"
"AIM39605","566","Human","HA","H1N1","USA","N","2014/02/02","Influenza A virus (A/California/09/2014(H1N1))","","","","","","c"
"AIM39510","566","Human","HA","H1N1","USA","N","2014/03/29","Influenza A virus (A/California/10/2014(H1N1))","","","","","","c"
"AQS20118","566","Human","HA","H1N1","USA","N","2017/01/16","Influenza A virus (A/California/10/2017(H1N1))","","","","","","c"
"AOT87239","566","Human","HA","H1N1","USA","N","2016/03/11","Influenza A virus (A/California/100/2016(H1N1))","","","","","","c"
"AMA11574","566","Human","HA","H1N1","USA","N","2015/11/06","Influenza A virus (A/California/102/2015(H1N1))","","","","","","c"
"ANE26744","566","Human","HA","H1N1","USA","N","2015/10/19","Influenza A virus (A/California/105/2015(H1N1))","","","","","","c"
"AOT88163","566","Human","HA","H1N1","USA","N","2016/04/09","Influenza A virus (A/California/106/2016(H1N1))","","","","","","c"
"AGI54001","566","Human","HA","H1N1","USA","N","2010/07/09","Influenza A virus (A/California/11/2010(H1N1))","","","","","","c"
"AOT93239","566","Human","HA","H1N1","USA","N","2016/05/10","Influenza A virus (A/California/114/2016(H1N1))","","","","","","c"
"AOT93250","566","Human","HA","H1N1","USA","N","2016/05/12","Influenza A virus (A/California/115/2016(H1N1))","","","","","","c"
"AOT93206","566","Human","HA","H1N1","USA","N","2016/05/19","Influenza A virus (A/California/117/2016(H1N1))","","","","","","c"
"AOT93261","566","Human","HA","H1N1","USA","N","2016/06/16","Influenza A virus (A/California/119/2016(H1N1))","","","","","","c"
"AGI55301","566","Human","HA","H1N1","USA","N","2010/07/14","Influenza A virus (A/California/12/2010(H1N1))","","","","","","c"
"ANE27294","566","Human","HA","H1N1","USA","N","2015/12/28","Influenza A virus (A/California/120/2015(H1N1))","","","","","","c"
"AOZ86018","566","Human","HA","H1N1","USA","N","2016/07/31","Influenza A virus (A/California/123/2016(H1N1))","","","","","","c"
"ANE27338","566","Human","HA","H1N1","USA","N","2015/12/09","Influenza A virus (A/California/129/2015(H1N1))","","","","","","c"
"AIM39728","566","Human","HA","H1N1","USA","N","2014/02/21","Influenza A virus (A/California/13/2014(H1N1))","","","","","","c"
"AQS98486","566","Human","HA","H1N1","USA","N","2017/01/23","Influenza A virus (A/California/14/2017(H1N1))","","","","","","c"
"AGK73196","566","Human","HA","H1N1","USA","N","2011/02/09","Influenza A virus (A/California/15/2011(H1N1))","","","","","","c"
"APT38532","566","Human","HA","H1N1","USA","N","2016/11/03","Influenza A virus (A/California/159/2016(H1N1))","","","","","","c"
"AGL04395","566","Human","HA","H1N1","USA","N","2012/01/18","Influenza A virus (A/California/16/2012(H1N1))","","","","","","c"
"AQW36481","566","Human","HA","H1N1","USA","N","2017/01/20","Influenza A virus (A/California/16/2017(H1N1))","","","","","","c"
"AGK73290","566","Human","HA","H1N1","USA","N","2011/02/15","Influenza A virus (A/California/17/2011(H1N1))","","","","","","c"
"AGV29160","566","Human","HA","H1N1","USA","N","2013/01/12","Influenza A virus (A/California/17/2013(H1N1))","","","","","","c"
"APW81060","566","Human","HA","H1N1","USA","N","2016/11/28","Influenza A virus (A/California/170/2016(H1N1))","","","","","","c"
"APW81082","566","Human","HA","H1N1","USA","N","2016/12/07","Influenza A virus (A/California/172/2016(H1N1))","","","","","","c"
"AGK73244","566","Human","HA","H1N1","USA","N","2011/03/02","Influenza A virus (A/California/19/2011(H1N1))","","","","","","c"
"AGV29132","566","Human","HA","H1N1","USA","N","2013/03/09","Influenza A virus (A/California/19/2013(H1N1))","","","","","","c"
"APY25863","566","Human","HA","H1N1","USA","N","2016/12/24","Influenza A virus (A/California/193/2016(H1N1))","","","","","","c"
"APY25874","566","Human","HA","H1N1","USA","N","2016/12/26","Influenza A virus (A/California/194/2016(H1N1))","","","","","","c"
"AGK73334","566","Human","HA","H1N1","USA","N","2011/02/21","Influenza A virus (A/California/20/2011(H1N1))","","","","","","c"
"AGK73337","566","Human","HA","H1N1","USA","N","2011/03/13","Influenza A virus (A/California/21/2011(H1N1))","","","","","","c"
"AGL05060","566","Human","HA","H1N1","USA","N","2012/02/20","Influenza A virus (A/California/21/2012(H1N1))","","","","","","c"
"AGV29172","566","Human","HA","H1N1","USA","N","2013/05/03","Influenza A virus (A/California/21/2013(H1N1))","","","","","","c"
"AGK73096","566","Human","HA","H1N1","USA","N","2010/10/29","Influenza A virus (A/California/22/2010(H1N1))","","","","","","c"
"AGK73104","566","Human","HA","H1N1","USA","N","2010/10/19","Influenza A virus (A/California/23/2010(H1N1))","","","","","","c"
"ALH26686","566","Human","HA","H1N1","USA","N","2015/02/23","Influenza A virus (A/California/23/2015(H1N1))","","","","","","c"
"AGL04920","566","Human","HA","H1N1","USA","N","2011/09/15","Influenza A virus (A/California/24/2011(H1N1))","","","","","","c"
"ANM87676","566","Human","HA","H1N1","USA","N","2016/01/18","Influenza A virus (A/California/29/2016(H1N1))","","","","","","c"
"ANM87687","566","Human","HA","H1N1","USA","N","2016/01/20","Influenza A virus (A/California/30/2016(H1N1))","","","","","","c"
"ARB17225","566","Human","HA","H1N1","USA","N","2017/01/13","Influenza A virus (A/California/30/2017(H1N1))","","","","","","c"
"ANM87698","566","Human","HA","H1N1","USA","N","2016/01/19","Influenza A virus (A/California/31/2016(H1N1))","","","","","","c"
"ALH26793","566","Human","HA","H1N1","USA","N","2015/01/15","Influenza A virus (A/California/33/2015(H1N1))","","","","","","c"
"AGQ16242","566","Human","HA","H1N1","USA","N","2013/01/29","Influenza A virus (A/California/3311/2013(H1N1))","","","","","","c"
"ARD26784","566","Human","HA","H1N1","USA","N","2017/02/15","Influenza A virus (A/California/34/2017(H1N1))","","","","","","c"
"AHG96329","566","Human","HA","H1N1","USA","N","2013/12/04","Influenza A virus (A/California/3494/2013(H1N1))","","","","","","c"
"AHV83777","566","Human","HA","H1N1","USA","N","2013/12/27","Influenza A virus (A/California/3536/2013(H1N1))","","","","","","c"
"AHV83779","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/California/3538/2013(H1N1))","","","","","","c"
"AHV83783","566","Human","HA","H1N1","USA","N","2014/01/04","Influenza A virus (A/California/3542/2014(H1N1))","","","","","","c"
"AIC73746","566","Human","HA","H1N1","USA","N","2014/01/26","Influenza A virus (A/California/3724/2014(H1N1))","","","","","","c"
"AIC73747","566","Human","HA","H1N1","USA","N","2014/01/24","Influenza A virus (A/California/3725/2014(H1N1))","","","","","","c"
"ANM88269","566","Human","HA","H1N1","USA","N","2016/02/13","Influenza A virus (A/California/39/2016(H1N1))","","","","","","c"
"ARH17613","566","Human","HA","H1N1","USA","N","2017/02/10","Influenza A virus (A/California/43/2017(H1N1))","","","","","","c"
"ANM88907","566","Human","HA","H1N1","USA","N","2016/02/08","Influenza A virus (A/California/44/2016(H1N1))","","","","","","c"
"ARO43289","566","Human","HA","H1N1","USA","N","2017/03/15","Influenza A virus (A/California/48/2017(H1N1))","","","","","","c"
"APF45821","566","Human","HA","H1N1","USA","N","2015/12/29","Influenza A virus (A/California/4910/2015(H1N1))","","","","","","c"
"AGL04804","566","Human","HA","H1N1","USA","N","2011/12/28","Influenza A virus (A/California/52/2011(H1N1))","","","","","","c"
"APQ44572","566","Human","HA","H1N1","USA","N","2016/03/07","Influenza A virus (A/California/5284/2016(H1N1))","","","","","","c"
"ALH26464","566","Human","HA","H1N1","USA","N","2014/03/27","Influenza A virus (A/California/55/2014(H1N1))","","","","","","c"
"AKT08162","566","Human","HA","H1N1","USA","N","2013/12/26","Influenza A virus (A/California/60/2013(H1N1))","","","","","","c"
"ANM92438","566","Human","HA","H1N1","USA","N","2016/02/09","Influenza A virus (A/California/77/2016(H1N1))","","","","","","c"
"ANM92449","566","Human","HA","H1N1","USA","N","2016/02/08","Influenza A virus (A/California/78/2016(H1N1))","","","","","","c"
"AMA11739","566","Human","HA","H1N1","USA","N","2015/09/12","Influenza A virus (A/California/90/2015(H1N1))","","","","","","c"
"ANE26947","566","Human","HA","H1N1","USA","N","2015/09/12","Influenza A virus (A/California/90/2015(H1N1))","","","","","","c"
"AEJ10480","566","Human","HA","H1N1","USA","N","2011/01/28","Influenza A virus (A/California/NHRC0001/2011(H1N1))","","","","","","c"
"AHB73554","566","Human","HA","H1N1","USA","N","2013/01/30","Influenza A virus (A/California/NHRC392596/2013(H1N1))","","","","","","c"
"AHN19474","566","Human","HA","H1N1","USA","N","2013/10/23","Influenza A virus (A/California/NHRC411682/2013(H1N1))","","","","","","c"
"AHW46727","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/California/NHRC417065/2013(H1N1))","","","","","","c"
"AHW46707","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/California/NHRC417074/2013(H1N1))","","","","","","c"
"AHW46721","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/California/NHRC417255/2013(H1N1))","","","","","","c"
"AHW46719","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/California/NHRC417568/2013(H1N1))","","","","","","c"
"AHW46717","566","Human","HA","H1N1","USA","N","2013/12/26","Influenza A virus (A/California/NHRC417583/2013(H1N1))","","","","","","c"
"AHW46709","566","Human","HA","H1N1","USA","N","2014/01/06","Influenza A virus (A/California/NHRC418267/2014(H1N1))","","","","","","c"
"AHW46725","566","Human","HA","H1N1","USA","N","2013/12/30","Influenza A virus (A/California/NHRC418270/2013(H1N1))","","","","","","c"
"AHW46723","566","Human","HA","H1N1","USA","N","2013/12/23","Influenza A virus (A/California/NHRC418282/2013(H1N1))","","","","","","c"
"AID48043","566","Human","HA","H1N1","USA","N","2014/01/12","Influenza A virus (A/California/NHRC420942/2014(H1N1))","","","","","","c"
"AID48025","566","Human","HA","H1N1","USA","N","2014/01/29","Influenza A virus (A/California/NHRC423907/2014(H1N1))","","","","","","c"
"ADJ80993","566","Human","HA","H1N1","USA","N","2010/01/09","Influenza A virus (A/California/VRDL1/2010(H1N1))","","","","","","c"
"ADJ81003","566","Human","HA","H1N1","USA","N","2010/01/11","Influenza A virus (A/California/VRDL2/2010(H1N1))","","","","","","c"
"ADJ81013","566","Human","HA","H1N1","USA","N","2010/01/19","Influenza A virus (A/California/VRDL3/2010(H1N1))","","","","","","c"
"ADI99550","566","Human","HA","H1N1","USA","N","2010/02/02","Influenza A virus (A/California/VRDL6/2010(H1N1))","","","","","","c"
"ADJ81053","566","Human","HA","H1N1","USA","N","2010/02/13","Influenza A virus (A/California/VRDL8/2010(H1N1))","","","","","","c"
"AEN68917","566","Human","HA","H1N1","Cambodia","T","2010/06/26","Influenza A virus (A/Cambodia/U045/2010(H1N1))","","","","","","c"
"AEN68918","566","Human","HA","H1N1","Cambodia","T","2010/01/04","Influenza A virus (A/Cambodia/U094/2010(H1N1))","","","","","","c"
"AEN68920","566","Human","HA","H1N1","Cambodia","T","2010/02/24","Influenza A virus (A/Cambodia/U127/2010(H1N1))","","","","","","c"
"AEN68925","566","Human","HA","H1N1","Cambodia","T","2010/02/24","Influenza A virus (A/Cambodia/U223/2010(H1N1))","","","","","","c"
"AEN68926","566","Human","HA","H1N1","Cambodia","T","2010/06/27","Influenza A virus (A/Cambodia/U301/2010(H1N1))","","","","","","c"
"AEN68927","566","Human","HA","H1N1","Cambodia","T","2010/06/27","Influenza A virus (A/Cambodia/U302/2010(H1N1))","","","","","","c"
"AEN68929","566","Human","HA","H1N1","Cambodia","T","2010/07/05","Influenza A virus (A/Cambodia/U308/2010(H1N1))","","","","","","c"
"AFX68898","566","Human","HA","H1N1","Cambodia","T","2011/05/17","Influenza A virus (A/Cambodia/V0601312/2011(H1N1))","","","","","","c"
"AFX68899","566","Human","HA","H1N1","Cambodia","T","2011/06/01","Influenza A virus (A/Cambodia/V0608350/2011(H1N1))","","","","","","c"
"AFX68900","566","Human","HA","H1N1","Cambodia","T","2011/07/18","Influenza A virus (A/Cambodia/V0721310/2011(H1N1))","","","","","","c"
"ALX27812","566","Human","HA","H1N1","Cambodia","T","2011/07/25","Influenza A virus (A/Cambodia/V0803338/2011(H1N1))","","","","","","c"
"AFX68901","566","Human","HA","H1N1","Cambodia","T","2011/08/24","Influenza A virus (A/Cambodia/V0902314/2011(H1N1))","","","","","","c"
"ALX27801","566","Human","HA","H1N1","Cambodia","T","2011/08/25","Influenza A virus (A/Cambodia/V0902335/2011(H1N1))","","","","","","c"
"ALX27790","566","Human","HA","H1N1","Cambodia","T","2011/08/31","Influenza A virus (A/Cambodia/V0908348/2011(H1N1))","","","","","","c"
"ALX27766","566","Human","HA","H1N1","Cambodia","T","2011/09/16","Influenza A virus (A/Cambodia/V0921358/2011(H1N1))","","","","","","c"
"ALX27757","566","Human","HA","H1N1","Cambodia","T","2011/09/22","Influenza A virus (A/Cambodia/V1003303/2011(H1N1))","","","","","","c"
"AFX68902","566","Human","HA","H1N1","Cambodia","T","2011/09/22","Influenza A virus (A/Cambodia/V1005346/2011(H1N1))","","","","","","c"
"AFX68903","566","Human","HA","H1N1","Cambodia","T","2011/10/12","Influenza A virus (A/Cambodia/V1019320/2011(H1N1))","","","","","","c"
"ALX27746","566","Human","HA","H1N1","Cambodia","T","2011/10/10","Influenza A virus (A/Cambodia/V1019340/2011(H1N1))","","","","","","c"
"ALX27735","566","Human","HA","H1N1","Cambodia","T","2011/10/11","Influenza A virus (A/Cambodia/V1019341/2011(H1N1))","","","","","","c"
"ALX27713","566","Human","HA","H1N1","Cambodia","T","2011/10/21","Influenza A virus (A/Cambodia/V1028353/2011(H1N1))","","","","","","c"
"ALX27684","566","Human","HA","H1N1","Cambodia","T","2012/10/08","Influenza A virus (A/Cambodia/W1023346/2012(H1N1))","","","","","","c"
"AEL99674","566","Human","HA","H1N1","USA","N","2010/03/21","Influenza A virus (A/Cambridge/INS528/2010(H1N1))","","","","","","c"
"AHH25243","566","Human","HA","H1N1","Cameroon","T","2010/02/09","Influenza A virus (A/Cameroon/10v-00413/2010(H1N1))","","","","","","nc"
"AHH25275","566","Human","HA","H1N1","Cameroon","T","2010/03/10","Influenza A virus (A/Cameroon/10v-00751/2010(H1N1))","","","","","","nc"
"AHH25247","566","Human","HA","H1N1","Cameroon","T","2010/04/08","Influenza A virus (A/Cameroon/10v-1090/2010(H1N1))","","","","","","nc"
"AHH25261","566","Human","HA","H1N1","Cameroon","T","2010/11/10","Influenza A virus (A/Cameroon/10v-4655/2010(H1N1))","","","","","","nc"
"AHH25239","566","Human","HA","H1N1","Cameroon","T","2010/11/04","Influenza A virus (A/Cameroon/CAM13766HIN/2010(H1N1))","","","","","","nc"
"AHH25225","566","Human","HA","H1N1","Cameroon","T","2010/11/08","Influenza A virus (A/Cameroon/CAM13876HIN/2010(H1N1))","","","","","","nc"
"AHH25232","566","Human","HA","H1N1","Cameroon","T","2011/01/03","Influenza A virus (A/Cameroon/LEID-01-11-1387/2011(H1N1))","","","","","","nc"
"AHH25249","566","Human","HA","H1N1","Cameroon","T","2011/01/05","Influenza A virus (A/Cameroon/LEID-01-11-1398/2011(H1N1))","","","","","","nc"
"AHH25256","566","Human","HA","H1N1","Cameroon","T","2011/01/19","Influenza A virus (A/Cameroon/LEID-01-11-1450/2011(H1N1))","","","","","","nc"
"AHH25272","566","Human","HA","H1N1","Cameroon","T","2011/03/01","Influenza A virus (A/Cameroon/LEID-03-11-1573/2011(H1N1))","","","","","","nc"
