Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AEN68930.1,,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2010-07-02,,hemagglutinin [Influenza A virus (A/Cambodia/U320/2010(H1N1))]
AEN68931.1,,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Kampong Cham,Cambodia,,Homo sapiens,,2010-07-15,,hemagglutinin [Influenza A virus (A/Cambodia/U326/2010(H1N1))]
AEN68932.1,,"Mardy,S., Ly,S., Heng,S., Naughtin,M., Vong,S., Kitsutani,P., Vanra,I., Rith,S., Tarantola,A., Sar,B., Nora,C., Sokhal,B., Se,Y., Timmermans,A., Lon,C., Barr,I., Kelso,A., Tyner,S., Saunders,D., Ung,S.A., Asgari,N., Touch,S., Buchy,P.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2010-07-14,,hemagglutinin [Influenza A virus (A/Cambodia/U372/2010(H1N1))]
AEN68933.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Prey Veng,Cambodia,,Homo sapiens,,2010-04-18,,hemagglutinin [Influenza A virus (A/Cambodia/U0417030/2010(H5N1))]
AEN68934.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-02-03,,hemagglutinin [Influenza A virus (A/Cambodia/V0203306/2011(H5N1))]
AEN68935.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Prey Veng,Cambodia,,Homo sapiens,,2011-02-17,,hemagglutinin [Influenza A virus (A/Cambodia/V0219301/2011(H5N1))]
AEN68936.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Kampong Cham,Cambodia,,Homo sapiens,,2011-03-31,,hemagglutinin [Influenza A virus (A/Cambodia/V0401301/2011(H5N1))]
AEN68937.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Prey Veng,Cambodia,,Homo sapiens,,2011-04-16,,hemagglutinin [Influenza A virus (A/Cambodia/V0417301/2011(H5N1))]
AEN68938.1,,"Buchy,P., Mardy,S.",2011-11-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,GenBank,complete,H5N1,4,,hemagglutinin,Cambodia: Prey Veng,Cambodia,,Homo sapiens,,2011-06-06,,hemagglutinin [Influenza A virus (A/Cambodia/V0606311/2011(H5N1))]
AEB71165.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,1,matrix protein 1,India,India,,Homo sapiens,oronasopharynx,2010-03-22,,matrix protein 1 [Influenza A virus (A/India/Blore/2010(H1N1))]
AEB71166.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,1,matrix protein 2,India,India,,Homo sapiens,oronasopharynx,2010-03-22,,matrix protein 2 [Influenza A virus (A/India/Blore/2010(H1N1))]
AEB71167.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),219,GenBank,complete,H1N1,8,1,nonstructural protein 1,India,India,,Homo sapiens,oronasopharynx,2010-09-09,,nonstructural protein 1 [Influenza A virus (A/India/GWL_DSC/2010(H1N1))]
AEB71168.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H1N1,8,1,nuclear export protein,India,India,,Homo sapiens,oronasopharynx,2010-09-09,,nuclear export protein [Influenza A virus (A/India/GWL_DSC/2010(H1N1))]
AEB71169.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),219,GenBank,complete,H1N1,8,1,nonstructural protein 1,India,India,,Homo sapiens,oronasopharynx,2010-03-22,,nonstructural protein 1 [Influenza A virus (A/India/Blore/2010(H1N1))]
AEB71170.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H1N1,8,1,nuclear export protein,India,India,,Homo sapiens,oronasopharynx,2010-03-22,,nuclear export protein [Influenza A virus (A/India/Blore/2010(H1N1))]
AEB71171.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H1N1,2,1,polymerase PB1,India,India,,Homo sapiens,oronasopharynx,2010-09-09,,polymerase PB1 [Influenza A virus (A/India/GWL_DSC/2010(H1N1))]
AEB71172.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Shukla,J., Dash,P., Rao,P.",2012-01-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H1N1,2,1,polymerase PB1,India,India,,Homo sapiens,oronasopharynx,2010-03-22,,polymerase PB1 [Influenza A virus (A/India/Blore/2010(H1N1))]
AEX30571.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2010-08-03,,matrix protein 1 [Influenza A virus (A/Philippines/TMC10-59/2010(H1N1))]
AEX30572.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2010-08-03,,matrix protein 2 [Influenza A virus (A/Philippines/TMC10-59/2010(H1N1))]
AEX30573.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2010-08-03,,matrix protein 1 [Influenza A virus (A/Philippines/TMC10-60/2010(H1N1))]
AEX30574.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2010-08-03,,matrix protein 2 [Influenza A virus (A/Philippines/TMC10-60/2010(H1N1))]
AEX30575.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2010-08-04,,matrix protein 1 [Influenza A virus (A/Philippines/TMC10-62/2010(H1N1))]
AEX30576.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2010-08-04,,matrix protein 2 [Influenza A virus (A/Philippines/TMC10-62/2010(H1N1))]
AEX30579.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2011-07-21,,matrix protein 1 [Influenza A virus (A/Philippines/TMC11-37/2011(H1N1))]
AEX30580.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2011-07-21,,matrix protein 2 [Influenza A virus (A/Philippines/TMC11-37/2011(H1N1))]
AEX30581.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2011-08-29,,matrix protein 1 [Influenza A virus (A/Philippines/TMC11-55/2011(H1N1))]
AEX30582.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2011-08-29,,matrix protein 2 [Influenza A virus (A/Philippines/TMC11-55/2011(H1N1))]
AEX30585.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Philippines,Philippines,,Homo sapiens,,2010-08-21,,matrix protein 1 [Influenza A virus (A/Philippines/TMC10-83/2010(H3N2))]
AEX30586.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Philippines,Philippines,,Homo sapiens,,2010-08-21,,matrix protein 2 [Influenza A virus (A/Philippines/TMC10-83/2010(H3N2))]
AEX30590.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Philippines,Philippines,,Homo sapiens,,2011-01-11,,neuraminidase [Influenza A virus (A/Philippines/TMC11-12/2011(H1N1))]
AEX30591.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Philippines,Philippines,,Homo sapiens,,2010-12-21,,neuraminidase [Influenza A virus (A/Philippines/TMC10-144/2010(H1N1))]
AEX30595.1,,"Schwem,B.E., Ganchua,S.K., Salvana,E.M.T., Destura,R.V.",2012-01-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Philippines,Philippines,,Homo sapiens,,2011-07-19,,neuraminidase [Influenza A virus (A/Philippines/TMC11-36/2011(H1N1))]
ADV19280.1,,"Tinoco,Y., Razuri,H., Ortiz,E., Gonzaga,V., Sovero,M., Montgomery,J.M.",2012-02-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),544,GenBank,complete,H3N2,4,,hemagglutinin,Peru,Peru,,Homo sapiens,,2010-10-19,,"hemagglutinin, partial [Influenza A virus (A/Peru/CIS1578/2010(H3N2))]"
AFC98277.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-08-22,,hemagglutinin [Influenza A virus (A/Sydney/07A/2011(H1N1))]
AFC98278.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-08-26,,hemagglutinin [Influenza A virus (A/Sydney/JP12Y/2011(H1N1))]
AFC98279.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-07-13,,hemagglutinin [Influenza A virus (A/Sydney/CH2/2011(H1N1))]
AFC98280.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-07-19,,hemagglutinin [Influenza A virus (A/Sydney/CB1/2011(H1N1))]
AFC98281.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-07-27,,hemagglutinin [Influenza A virus (A/Sydney/CB2/2011(H1N1))]
AFC98282.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2010-09-09,,hemagglutinin [Influenza A virus (A/Sydney/SB1/2010(H1N1))]
AFC98283.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-06-28,,hemagglutinin [Influenza A virus (A/Sydney/HC1/2011(H1N1))]
AFC98284.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-08-03,,hemagglutinin [Influenza A virus (A/Sydney/IM1/2011(H1N1))]
AFC98285.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-06-30,,hemagglutinin [Influenza A virus (A/Sydney/RB1/2011(H1N1))]
AFC98286.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Australia,Australia,,Homo sapiens,,2011-07-03,,hemagglutinin [Influenza A virus (A/Sydney/OG1/2011(H1N1))]
AFC98287.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-08-22,,neuraminidase [Influenza A virus (A/Sydney/0794/2011(H1N1))]
AFC98288.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-07-19,,neuraminidase [Influenza A virus (A/Sydney/CB1/2011(H1N1))]
AFC98289.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-07-27,,neuraminidase [Influenza A virus (A/Sydney/CB2/2011(H1N1))]
AFC98290.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-07-13,,neuraminidase [Influenza A virus (A/Sydney/CH2/2011(H1N1))]
AFC98291.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-06-30,,neuraminidase [Influenza A virus (A/Sydney/RB1/2011(H1N1))]
AFC98292.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-08-26,,neuraminidase [Influenza A virus (A/Sydney/JP2Y/2011(H1N1))]
AFC98293.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-06-28,,neuraminidase [Influenza A virus (A/Sydney/HC1/2011(H1N1))]
AFC98294.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-07-03,,neuraminidase [Influenza A virus (A/Sydney/OG1/2011(H1N1))]
AFC98295.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-08-03,,neuraminidase [Influenza A virus (A/Sydney/IM1/2011(H1N1))]
AFC98296.1,,"Wang,B., Dwyer,D.E., Saksena,N.K.",2012-03-12T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Australia,Australia,,Homo sapiens,,2011-07-12,,neuraminidase [Influenza A virus (A/Sydney/PM1/2011(H1N1))]
AFE11244.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H1N1,1,1,polymerase PB2,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,polymerase PB2 [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11246.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H1N1,3,1,polymerase PA,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,polymerase PA [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11247.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,1,hemagglutinin,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,hemagglutinin [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11248.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H1N1,5,1,nucleocapsid protein,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,nucleocapsid protein [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11249.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,1,neuraminidase,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,neuraminidase [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11250.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,1,matrix protein 1,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,matrix protein 1 [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11251.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,1,matrix protein 2,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,matrix protein 2 [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11252.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),219,GenBank,complete,H1N1,8,1,nonstructural protein 1,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,nonstructural protein 1 [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]
AFE11253.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),86,GenBank,complete,H1N1,8,1,nuclear export protein,China,China,,Homo sapiens,oronasopharynx,2011-01-28,,"nuclear export protein, partial [Influenza A virus (A/Tianjinjinnan/SWL41/2011(H1N1))]"
AFE11254.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H1N1,1,1,polymerase PB2,China,China,,Homo sapiens,oronasopharynx,2011-01-08,,polymerase PB2 [Influenza A virus (A/Tianjinhedong/SWL44/2011(H1N1))]
AFE11255.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H1N1,2,1,polymerase PB1,China,China,,Homo sapiens,oronasopharynx,2011-01-08,,polymerase PB1 [Influenza A virus (A/Tianjinhedong/SWL44/2011(H1N1))]
AFE11256.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H1N1,3,1,polymerase PA,China,China,,Homo sapiens,oronasopharynx,2011-01-08,,polymerase PA [Influenza A virus (A/Tianjinhedong/SWL44/2011(H1N1))]
AFE11259.1,,"Li,X., Kong,M., Chen,J., Su,X., Ding,J., Zou,M., Guo,L., Li,L.",2012-03-25T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,1,neuraminidase,China,China,,Homo sapiens,oronasopharynx,2011-01-08,,neuraminidase [Influenza A virus (A/Tianjinhedong/SWL44/2011(H1N1))]
