accession,length,date,name,
JN187139,1701,2010/08/11,A/Taiwan/3994/2010,
KC781190,1701,2010/08/12,A/Pennsylvania/07/2010,
JF929759,1701,2010/08/13,A/Guangdong/436/2010,
KR861674,1701,2010/08/13,A/Bangalore/5532-05/2010,
KR861673,1701,2010/08/13,A/Bangalore/5531-27/2010,
KR861676,1701,2010/08/14,A/Bangalore/5712-24/2010,
KM013727,1701,2010/08/14,A/Bangkok/SIMI503/2010,
KP317233,1701,2010/08/15,A/Haryana/029/2010,
CY096338,1734,2010/08/15,A/Bangkok/INS483/2010(H1N1),
CY093032,1734,2010/08/16,A/Chile/71/2010,
JF929786,1701,2010/08/16,A/Guangdong/9458/2010,
CY096202,1734,2010/08/17,A/North Fitzroy/INS464/2010(H1N1),
JX625646,1701,2010/08/17,A/England/03380426/2010,
KF612095,1777,2010/08/17,A/Santa Cruz/005/2010,
CY088801,1701,2010/08/17,A/Thailand/CU-H2176/2010(H1N1),
JX309760,1733,2010/08/18,A/Singapore/GP3828/2010,
CY096354,1734,2010/08/18,A/Bangkok/INS489/2010(H1N1),
CY098122,1734,2010/08/18,A/Bangkok/INS487/2010(H1N1),
CY093173,1734,2010/08/19,A/Chile/87/2010(H1N1),
CY098090,1734,2010/08/19,A/Chile/89/2010(H1N1),
KP317240,1701,2010/08/20,A/Delhi/036/2010,
KP317234,1701,2010/08/21,A/Punjab/030/2010,
KP317242,1701,2010/08/22,A/Delhi/038/2010,
CY096386,1734,2010/08/23,A/Bangkok/INS494/2010(H1N1),
CY096218,1734,2010/08/23,A/Melbourne/INS467/2010(H1N1),
JF929751,1701,2010/08/24,A/Guangdong/353/2010,
CY096410,1739,2010/08/24,A/Bangkok/INS498/2010(H1N1),
CY092824,1734,2010/08/24,A/Sydney/DD3-40/2010,
KF849780,1701,2010/08/24,A/Thailand/SirirajICRC_BKK_1/2010,
CY096442,1734,2010/08/25,A/Bangkok/INS503/2010(H1N1),
CY096242,1734,2010/08/25,A/Melbourne/INS471/2010(H1N1),
KC782278,1701,2010/08/25,A/Arizona/08/2010,
KP317241,1701,2010/08/25,A/Delhi/037/2010,
CY092662,1734,2010/08/26,A/Sydney/DD3-41/2010,
CY096458,1734,2010/08/26,A/Bangkok/INS505/2010(H1N1),
KF849781,1701,2010/08/26,A/Thailand/SirirajICRC_BKK_2/2010,
KP317231,1701,2010/08/26,A/Goa/027/2010,
CY098154,1734,2010/08/27,A/Bangkok/INS508/2010(H1N1),
CY097845,1701,2010/08/27,A/District of Columbia/WRAIR0310/2010(H1N1),
CY092510,1734,2010/08/27,A/Sydney/DD3-12/2010(H1N1),
CY096466,1734,2010/08/27,A/Bangkok/INS506/2010(H1N1),
KT181079,1701,2010/08/28,A/Singapore/DMS139/2010,
CY092518,1734,2010/08/30,A/Sydney/DD3-13/2010,
JF929752,1701,2010/08/30,A/Guangdong/370/2010,
CY096258,1733,2010/08/30,A/North Fitzroy/INS473/2010(H1N1),
CY120936,1777,2010/08/30,A/Guangdong/370/2010,
KF849782,1701,2010/08/30,A/Thailand/SirirajICRC_BKK_7/2010,
CY088809,1701,2010/08/31,A/Thailand/CU-H2283/2010(H1N1),
KF849778,1701,2010/08/31,A/Thailand/SirirajICRC_NSN_1/2010,
CY096266,1734,2010/08/31,A/North Fitzroy/INS474/2010(H1N1),
CY096553,1734,2010/08/31,A/Khon Kaen/INS522/2010(H1N1),
CY092486,1734,2010/08/31,A/Sydney/DD3-08/2010(H1N1),
CY096506,1734,2010/09/01,A/Bangkok/INS513/2010(H1N1),
KF849784,1701,2010/09/01,A/Thailand/SrirajICRC_BKK_10/2010,
CY096282,1734,2010/09/01,A/North Fitzroy/INS476/2010(H1N1),
CY096577,1734,2010/09/01,A/North Fitzroy/INS529/2010(H1N1),
CY096490,1734,2010/09/01,A/Bangkok/INS511/2010(H1N1),
KF849783,1701,2010/09/01,A/Thailand/SirirajICRC_BKK_9/2010,
KP637726,1701,2010/09/01,A/Thailand/SR08103/2010,
CY098553,1735,2010/09/02,A/Bangkok/INS516/2010,
KC781236,1701,2010/09/02,A/Massachusetts/03/2010,
KC881860,1701,2010/09/07,A/Oregon/02/2010,
JQ624640,1721,2010/09/09,A/Sydney/SB1/2010,
JF293315,1701,2010/09/09,A/India/GWL_DSC/2010,
CY092534,1734,2010/09/12,A/Sydney/DD3-15/2010,
CY092678,1734,2010/09/12,A/Sydney/DD3-44/2010,
CY092566,1734,2010/09/13,A/Sydney/DD3-19/2010,
CY096537,1734,2010/09/13,A/Bangkok/INS519/2010(H1N1),
KP637478,1701,2010/09/13,A/Thailand/PY08173/2010,
CY092526,1734,2010/09/13,A/Sydney/DD3-14/2010,
CY088830,1701,2010/09/13,A/Thailand/CU-H2417/2010(H1N1),
CY092401,1734,2010/09/14,A/Sydney/DD3-46/2010,
CY092686,1734,2010/09/14,A/Sydney/DD3-45/2010,
KF897777,1777,2010/09/14,A/La Reunion/803/2010,
CY092840,1734,2010/09/14,A/Sydney/DD3-55/2010,
CY129854,1752,2010/09/15,A/Cairns North/INS597/2010,
KP637678,1701,2010/09/15,A/Thailand/SP10462/2010,
KP317236,1701,2010/09/16,A/Uttar Pradesh/032/2010,
KF886295,1704,2010/09/16,A/Indore/1085/2010,
KP317243,1701,2010/09/17,A/Delhi/039/2010,
CY092430,1734,2010/09/19,A/Sydney/DD3-01/2010(H1N1),
CY092832,1734,2010/09/19,A/Sydney/DD3-49/2010,
JF929757,1701,2010/09/20,A/Guangdong/420/2010,
CY092550,1734,2010/09/20,A/Sydney/DD3-17/2010,
KF612097,1777,2010/09/21,A/Santa Cruz/995/2010,
CY098563,1734,2010/09/22,A/Bangkok/INS520/2010,
KP317237,1701,2010/09/24,A/Uttrakhand/033/2010,
KC882105,1701,2010/09/25,A/Oklahoma/01/2010,
KP317230,1701,2010/09/25,A/Chattisgarh/026/2010,
JX309776,1777,2010/09/28,A/Singapore/GP4183/2010,
KT181082,1701,2010/09/28,A/Singapore/DMS143/2010,
CY129790,1752,2010/09/30,A/Bangkok/INS584/2010,
KT241015,1707,2010/09/30,A/Jabalpur/1413/2010,
HQ712172,1701,2010/10/02,A/Bandar Abbas/5096/2010,
CY092670,1734,2010/10/02,A/Sydney/DD3-42/2010,
KC882054,1701,2010/10/02,A/Wisconsin/10/2010,
CY092848,1734,2010/10/03,A/Sydney/DD3-57/2010,
JX309840,1777,2010/10/04,A/Singapore/GP4217/2010,
KC881851,1701,2010/10/04,A/New Hampshire/03/2010,
CY092718,1734,2010/10/05,A/Sydney/DD3-52/2010,
KC882108,1701,2010/10/05,A/Hawaii/16/2010,
CY092393,1734,2010/10/06,A/Sydney/DD3-32/2010,
JF929760,1701,2010/10/08,A/Guangdong/438/2010,
KP317239,1701,2010/10/09,A/Goa/035/2010,
CY092598,1734,2010/10/09,A/Sydney/DD3-28/2010,
CY092622,1734,2010/10/10,A/Sydney/DD3-35/2010,
JX309863,1777,2010/10/10,A/Singapore/GP4276/2010,
JX309832,1777,2010/10/11,A/Singapore/EN193/2010,
KP637422,1701,2010/10/11,A/Thailand/MR10419/2010,
CY092726,1734,2010/10/11,A/Sydney/DD3-53/2010(H1N1),
CY092590,1734,2010/10/12,A/Sydney/DD3-26/2010,
KC882032,1701,2010/10/12,A/Utah/05/2010,
HQ834746,1744,2010/10/13,A/Moscow/IIV-33/2010,
CY081061,1744,2010/10/13,A/Ontario/130741/2010,
KT181083,1701,2010/10/15,A/Singapore/DMS145/2010,
CY092582,1734,2010/10/16,A/Sydney/DD3-25/2010,
KC882117,1701,2010/10/19,A/California/23/2010,
KP317232,1701,2010/10/19,A/Haryana/028/2010,
KP317235,1701,2010/10/19,A/Punjab/031/2010,
CY093101,1734,2010/10/19,A/Sydney/DD3-27/2010(H1N1),
KT181084,1701,2010/10/20,A/Singapore/DMS147/2010,
CY079544,1777,2010/10/21,A/Switzerland/5165/2010,
JX625654,1701,2010/10/24,A/Northern Ireland/04380108/2010,
JX309893,1768,2010/10/25,A/Singapore/GP4363/2010,
JX309885,1777,2010/10/26,A/Singapore/GP4369/2010(H1N1),
KJ690487,1778,2010/10/28,A/Uganda/MUWRP-222/2010,
KC882111,1701,2010/10/29,A/California/22/2010,
JX309910,1743,2010/11/01,A/Singapore/GP4406/2010(H1N1),
KC881830,1701,2010/11/01,A/Kentucky/09/2010,
KC881827,1701,2010/11/01,A/Kentucky/09/2010,
JX309902,1743,2010/11/02,A/Singapore/TT474/2010,
KT181085,1701,2010/11/03,A/Singapore/DMS151/2010,
KJ955501,1752,2010/11/05,A/Ho Chi Minh/962.11/2010,
KJ955502,1752,2010/11/08,A/Ho Chi Minh/974.11/2010,
CY091666,1777,2010/11/09,A/Singapore/GP4444/2010,
KC297144,1701,2010/11/10,A/Jeddah/3666/2010,
KC881833,1701,2010/11/10,A/Kentucky/10/2010,
KJ690432,1778,2010/11/11,A/Uganda/MUWRP-224/2010,
JX625662,1701,2010/11/14,A/England/04640543/2010,
KC190047,1701,2010/11/15,A/Sri Lanka/32/2010,
KC190048,1701,2010/11/15,A/Colombo/19730/2010,
KC881836,1701,2010/11/16,A/Pennsylvania/17/2010,
KC882102,1701,2010/11/16,A/Pennsylvania/34/2010,
KC882157,1701,2010/11/18,A/Rhode Island/03/2010,
JX625678,1701,2010/11/19,A/England/118/2010,
KC882096,1701,2010/11/22,A/North Carolina/14/2010,
CY081085,1744,2010/11/23,A/Ontario/741328/2010(H1N1),
KP019848,1701,2010/11/25,A/NanPing/SWL1538/2010,
JX625734,1701,2010/11/28,A/England/04880374/2010,
KT181088,1701,2010/11/28,A/Singapore/DMS158/2010,
KC882168,1701,2010/11/29,A/Iowa/16/2010,
KC882073,1701,2010/11/30,A/Missouri/03/2010,
KJ856098,1701,2010/11/30,A/Sri Lanka/20703/2010,
KJ856106,1701,2010/11/30,A/Sri Lanka/20708/2010,
KP019849,1701,2010/11/30,A/FuZhou/SWL1439/2010,
LN850719,1701,2010/11/30,A/England/04980053/2010,
CY091668,1749,2010/11/30,A/Singapore/GP4511/2010,
JX625742,1701,2010/11/30,A/England/182/2010,
LN850046,1701,2010/12/01,A/England/468/2010,
LN867462,1701,2010/12/02,A/England/04860560/2010,
LN850364,1701,2010/12/02,A/England/04900053/2010,
LN846655,1701,2010/12/02,A/England/05160420/2010,
HQ891281,1744,2010/12/03,A/Vladivistok/7/2010(H1N1),
JN601079,1701,2010/12/03,A/Finland/9/2010,
JX625766,1701,2010/12/03,A/England/183/2010,
KJ856137,1701,2010/12/04,A/Sri Lanka/21048/2010,
HQ712173,1701,2010/12/06,A/Karaj/5327/2010,
HQ712175,1701,2010/12/06,A/Shahriar/5336/2010,
JX625822,1701,2010/12/06,A/England/280/2010,
JX625782,1701,2010/12/06,A/England/04960232/2010,
JX625838,1701,2010/12/06,A/England/05040499/2010,
LN850086,1701,2010/12/06,A/England/05020662/2010,
JX309957,1777,2010/12/07,A/Singapore/GP4549/2010,
JN601085,1701,2010/12/07,A/Finland/15/2010,
CY110859,1701,2010/12/07,A/Gyeonggi/2623/2010,
JX309979,1777,2010/12/08,A/Singapore/KK724/2010,
JX625814,1701,2010/12/08,A/England/05020366/2010,
KC882231,1701,2010/12/08,A/Kentucky/18/2010,
JN601088,1701,2010/12/09,A/Finland/19/2010,
JN601096,1701,2010/12/09,A/Finland/27/2010,
KJ690495,1778,2010/12/09,A/Uganda/MUWRP-233/2010,
KJ856152,1701,2010/12/09,A/Sri Lanka/21386/2010,
CY091670,1777,2010/12/10,A/Singapore/GP4565/2010,
LN850429,1701,2010/12/10,A/England/10820734/2010,
JX625966,1701,2010/12/10,A/England/05180496/2010,
LN850006,1701,2010/12/10,A/England/10820733/2010,
LN846359,1701,2010/12/10,A/England/446/2010,
JX625854,1701,2010/12/11,A/England/05060351/2010,
JX625846,1701,2010/12/11,A/England/287/2010,
LN867724,1701,2010/12/11,A/England/05020673/2010,
KT181091,1701,2010/12/11,A/Singapore/DMS161/2010,
KP019850,1701,2010/12/12,A/FuZhou/SWL11615/2010,
LN867868,1701,2010/12/12,A/England/718/2010,
LN867357,1701,2010/12/12,A/England/414/2010,
HQ853300,1701,2010/12/13,A/Karaj/5660/2010,
JN601106,1701,2010/12/13,A/Finland/45/2010,
JN601105,1701,2010/12/13,A/Finland/44/2010,
LN846462,1701,2010/12/13,A/England/671/2010,
LN850321,1701,2010/12/13,A/England/377/2010,
LN846542,1701,2010/12/13,A/England/331/2010,
JX625862,1701,2010/12/13,A/England/05060444/2010,
LN850094,1701,2010/12/13,A/England/717/2010,
LN867684,1701,2010/12/13,A/England/689/2010,
JN601104,1701,2010/12/14,A/Finland/43/2010,
CY081101,1744,2010/12/14,A/Ontario/804635/2010(H1N1),
CY110862,1701,2010/12/14,A/Gangwon/2838/2010,
KC882251,1701,2010/12/14,A/Connecticut/07/2010,
LN846526,1701,2010/12/14,A/England/697/2010,
JX625958,1701,2010/12/14,A/Northern Ireland/3/2010,
LN850308,1701,2010/12/14,A/England/692/2010,
LN850054,1701,2010/12/15,A/England/687/2010,
LN850133,1701,2010/12/15,A/England/21680633/2010,
KT180996,1701,2010/12/15,A/Singapore/DMS1150/2010,
JX625910,1701,2010/12/16,A/England/05120538/2010,
LN850070,1701,2010/12/16,A/England/05100297/2010,
LN846375,1701,2010/12/16,A/England/05120003/2010,
LN867700,1701,2010/12/16,A/England/05100301/2010,
LN850711,1701,2010/12/16,A/England/393/2010,
LN846336,1701,2010/12/16,A/England/675/2010,
JX625950,1701,2010/12/16,A/Northern Ireland/05180459/2010,
LN867510,1701,2010/12/16,A/England/05080831/2010,
LN867644,1701,2010/12/17,A/England/05140176/2010,
LN867518,1701,2010/12/17,A/England/05140216/2010,
LN867828,1701,2010/12/17,A/England/05140283/2010,
LN849998,1701,2010/12/18,A/England/688/2010,
LN846574,1701,2010/12/18,A/England/10740571/2010,
KT180998,1701,2010/12/18,A/Singapore/DMS1152/2010,
LN849990,1701,2010/12/18,A/England/10740571/2010,
JF719758,1701,2010/12/19,A/Fuzhou/02/2010,
JN187141,1701,2010/12/20,A/Taiwan/842/2010,
JX625974,1701,2010/12/20,A/England/05260592/2010,
LN867796,1701,2010/12/20,A/England/05140856/2010,
JX625934,1701,2010/12/20,A/England/05140214/2010,
LN846518,1701,2010/12/20,A/England/10820742/2010,
CY091682,1736,2010/12/20,A/Singapore/TT496/2010,
JX309927,1777,2010/12/21,A/Singapore/TT488/2010,
KC882255,1701,2010/12/21,A/Missouri/01/2010,
LN867365,1701,2010/12/21,A/England/WTSI1751/2010,
LN846566,1701,2010/12/21,A/England/673/2010,
CY097964,1701,2010/12/22,A/Mexico City/WRAIR3569N/2010,
CY097948,1701,2010/12/23,A/Amman/WRAIR3448N/2010,
LN846582,1701,2010/12/23,A/England/WTSI1832/2010,
JF500434,1701,2010/12/23,A/Karaj/5795/2010,
JX309971,1765,2010/12/23,A/Singapore/GP4633/2010,
LN867407,1701,2010/12/23,A/England/665/2010,
CY097821,1701,2010/12/24,A/District of Columbia/WRAIR0307/2010,
CY097805,1701,2010/12/24,A/District of Columbia/WRAIR0304/2010,
LN850022,1701,2010/12/24,A/England/WTSI1769/2010,
KP019851,1701,2010/12/24,A/NanPing/SWL1569/2010,
KC842174,1701,2010/12/24,A/Tehran/5853/2010,
KC881868,1701,2010/12/25,A/Arizona/15/2010,
KJ856192,1701,2010/12/25,A/Sri Lanka/22700/2010,
KF897785,1777,2010/12/26,A/Lyon/52.16/2010,
CY097797,1701,2010/12/26,A/District of Columbia/WRAIR0303/2010,
JX309989,1777,2010/12/27,A/Singapore/KK744/2010,
JF500436,1701,2010/12/27,A/Karaj/5921/2010,
CY097829,1701,2010/12/29,A/District of Columbia/WRAIR0308/2010,
JX309946,1761,2010/12/29,A/Singapore/GP4660/2010(H1N1),
KC882366,1701,2010/12/29,A/Colorado/11/2010,
KC881582,1701,2010/12/29,A/Illinois/02/2010,
KJ955503,1752,2010/12/29,A/Ho Chi Minh/1029.12/2010,
JF500424,1701,2010/12/30,A/Ghom/167/2010,
LN846795,1701,2010/12/30,A/England/10740685/2010,
LN850292,1701,2010/12/30,A/England/WTSI1826/2010,
CY091676,1777,2010/12/30,A/Singapore/GP4670/2010,
CY097837,1701,2010/12/30,A/District of Columbia/WRAIR0309/2010(H1N1),
KJ856216,1701,2010/12/30,A/Sri Lanka/23194/2010,
KT181001,1701,2010/12/31,A/Singapore/DMS1155/2010,
CY091678,1743,2010/12/31,A/Singapore/GP4682/2010,
CY097860,1701,2011/01/01,A/District of Columbia/WRAIR0313/2011(H1N1),
KC842134,1701,2011/01/01,A/Tehran/48/2011,
KC842140,1701,2011/01/01,A/Alborz/99/2011,
KF897809,1777,2011/01/01,A/Lyon/1.12/2011,
CY097868,1701,2011/01/01,A/District of Columbia/WRAIR0313/2011(H1N1),
LN867431,1701,2011/01/01,A/England/10740623/2011,
KJ856245,1701,2011/01/02,A/Sri Lanka/33/2011,
CY091720,1777,2011/01/03,A/Singapore/TT5/2011,
KC842136,1701,2011/01/03,A/Ardebil/56/2011,
KC842156,1701,2011/01/03,A/Alborz/5293/2011,
LN846663,1701,2011/01/03,A/England/WTSI2051/2011,
LN867439,1701,2011/01/03,A/England/10740691/2011,
LN867732,1701,2011/01/03,A/England/213/2011,
KC882259,1701,2011/01/03,A/Wyoming/01/2011,
KC881606,1701,2011/01/04,A/Oklahoma/01/2011,
KC881636,1701,2011/01/04,A/Florida/03/2011,
KC842138,1701,2011/01/04,A/Hamedan/63/2011,
KF057112,1701,2011/01/04,A/Jiangsu/1/2011,
KT181002,1701,2011/01/04,A/Singapore/DMS1156/2011,
CY080589,1743,2011/01/04,A/Tunisia/197/2011,
CY124537,1777,2011/01/04,A/Singapore/GP4/2011,
CY124709,1777,2011/01/04,A/Singapore/KK12/2011,
LN846558,1701,2011/01/04,A/England/WTSI1822/2011,
KC881862,1701,2011/01/05,A/South Carolina/02/2011,
KC881609,1701,2011/01/05,A/Washington/02/2011,
KC882331,1701,2011/01/06,A/Virginia/04/2011,
JQ796827,1701,2011/01/06,A/Zhejiang/HZ19/2011,
KC881624,1701,2011/01/06,A/Minnesota/01/2011,
CY091686,1777,2011/01/07,A/Singapore/GP39/2011,
CY080590,1743,2011/01/07,A/Tunisia/422/2011,
JQ365016,1701,2011/01/07,A/Hangzhou/A10/2011,
KT181006,1701,2011/01/07,A/Singapore/DMS1163/2011,
JN187143,1701,2011/01/08,A/Taiwan/1018/2011,
KC881569,1701,2011/01/08,A/Nebraska/04/2011,
LN867470,1701,2011/01/08,A/England/10740658/2011,
JQ714169,1701,2011/01/08,A/Tianjinhedong/SWL44/2011,
LN846639,1701,2011/01/09,A/England/10740704/2011,
JQ365022,1701,2011/01/10,A/Hangzhou/B13/2011,
KC882301,1701,2011/01/10,A/Missouri/01/2011,
CY124516,1777,2011/01/10,A/Singapore/EN1/2011,
MH329067,1701,2011/01/10,A/Taiwan/00080/2011,
HQ908440,1778,2011/01/10,A/Jiangsu/ALS1/2011,
CY080420,1701,2011/01/11,A/Ulaanbaatar/190/2011,
KC881744,1701,2011/01/11,A/Washington/05/2011,
CY124626,1760,2011/01/11,A/Singapore/GP81/2011,
KT181008,1701,2011/01/11,A/Singapore/DMS1166/2011,
JQ365023,1701,2011/01/12,A/Hangzhou/B19/2011,
KC881632,1701,2011/01/12,A/Connecticut/01/2011,
CY176554,1754,2011/01/12,A/Headington/INS3_651/2011,
JQ365024,1701,2011/01/12,A/Hangzhou/B24/2011,
KC881864,1701,2011/01/12,A/Illinois/02/2011,
LN846631,1701,2011/01/12,A/England/WTSI1781/2011,
LN850014,1701,2011/01/12,A/England/10740664/2011,
JF929744,1701,2011/01/13,A/Guangdong/sz2/2011,
CY129878,1752,2011/01/13,A/District of Columbia/INS601/2011,
KC881756,1701,2011/01/13,A/New Jersey/03/2011,
JF929743,1701,2011/01/13,A/Guangdong/sz1/2011,
CY110865,1701,2011/01/14,A/Jeonnam/362/2011,
CY097916,1701,2011/01/14,A/Moscow/WRAIR1965P/2011,
CY097924,1701,2011/01/14,A/Moscow/WRAIR1966P/2011,
KC881746,1701,2011/01/14,A/Alaska/08/2011,
KT181010,1701,2011/01/14,A/Singapore/DMS1170/2011,
CY097892,1701,2011/01/14,A/Moscow/WRAIR1929P/2011,
JF816658,1701,2011/01/14,A/Beijing/HZ01/2011,
LN846454,1701,2011/01/14,A/England/10740707/2011,
KJ856013,1701,2011/01/15,A/Sri Lanka/1082/2011,
KC881643,1701,2011/01/15,A/Wisconsin/16/2011,
JN187144,1701,2011/01/17,A/Taiwan/2649/2011,
JN187146,1701,2011/01/17,A/Taiwan/67/2011,
MH329174,1701,2011/01/17,A/Taiwan/90048/2011,
JN187145,1701,2011/01/17,A/Taiwan/5506/2011,
JQ365025,1701,2011/01/17,A/Hangzhou/B30/2011,
CY092864,1734,2011/01/18,A/Sydney/DD3-59/2011,
CY097980,1701,2011/01/18,A/Budapest/WRAIR3789T/2011,
JN187147,1701,2011/01/18,A/Taiwan/552/2011,
JF929772,1701,2011/01/18,A/Guangdong/032/2011,
KC881764,1701,2011/01/18,A/District Of Columbia/01/2011,
JQ693686,1701,2011/01/18,A/Taiwan/549/2011,
KC881789,1701,2011/01/18,A/North Carolina/03/2011,
KC881579,1701,2011/01/18,A/Utah/02/2011,
JQ365017,1701,2011/01/18,A/Hangzhou/A30/2011,
CY098004,1701,2011/01/18,A/Prague/WRAIR4146N/2011,
JN187148,1701,2011/01/19,A/Taiwan/1102/2011,
CY129662,1752,2011/01/19,A/Athens/INS551/2011,
JF929763,1701,2011/01/19,A/Guangdong/002/2011,
CY129926,1734,2011/01/19,A/Aarhus/INS612/2011,
CY124817,1757,2011/01/19,A/Singapore/TT58/2011,
KC882343,1701,2011/01/19,A/Indiana/04/2011,
KC881949,1701,2011/01/19,A/Kansas/02/2011,
CY129934,1752,2011/01/20,A/Aarhus/INS613/2011,
KC881598,1701,2011/01/20,A/Nebraska/06/2011,
KC881716,1701,2011/01/20,A/North Carolina/09/2011,
KC881892,1701,2011/01/20,A/Wisconsin/08/2011,
KP317248,1701,2011/01/20,A/Jammu & Kashmir/044/2011,
JN185105,1701,2011/01/20,A/St.Petersburg/CRIE-RME/2011,
KC881705,1701,2011/01/20,A/North Carolina/06/2011,
LN850437,1701,2011/01/20,A/England/11520759/2011,
KT181013,1701,2011/01/21,A/Singapore/DMS1178/2011,
CY091722,1777,2011/01/21,A/Singapore/TT67/2011,
CY176442,1752,2011/01/21,A/Dayton/INS3_634/2011,
KP019853,1701,2011/01/21,A/NanPing/SWL151/2011,
JN129269,1744,2011/01/22,A/Moscow/IIV-83/2011(H1N1),
KC881785,1701,2011/01/23,A/Texas/04/2011,
KJ955504,1752,2011/01/23,A/Ho Chi Minh/1055.1/2011,
JN185107,1701,2011/01/23,A/Nizhnii Novgorod/CRIE-UBA/2011,
JN185108,1701,2011/01/23,A/Nizhnii Novgorod/CRIE-BGF/2011,
KJ955505,1752,2011/01/23,A/Ho Chi Minh/1064.1/2011,
JQ796824,1701,2011/01/24,A/Zhejiang/TZ41/2011,
KC882349,1701,2011/01/24,A/Maryland/05/2011,
JN185098,1701,2011/01/24,A/Izhevsk/CRIE-AEM/2011,
JN714519,1701,2011/01/24,A/Nizhnii Novgorod/CRIE-KDA/2011,
JN185113,1701,2011/01/24,A/Nizhnii Novgorod/CRIE-LAV/2011,
JF929777,1701,2011/01/24,A/Guangdong/049/2011,
CY091724,1777,2011/01/25,A/Singapore/TT89/2011,
CY091708,1776,2011/01/25,A/Singapore/KK68/2011,
CY092417,1734,2011/01/25,A/Missouri/NHRC0001/2011(H1N1),
JQ365018,1701,2011/01/25,A/Hangzhou/A44/2011,
CY092888,1734,2011/01/25,A/South Carolina/NHRC0001/2011(H1N1),
KP019854,1701,2011/01/25,A/NanPing/SWL174/2011,
KT181015,1701,2011/01/25,A/Singapore/DMS1180/2011,
JQ365026,1701,2011/01/25,A/Hangzhou/B40/2011,
JF682629,1743,2011/01/25,A/Czech Republic/1/2011(H1N1),
CY176570,1730,2011/01/25,A/Aarhus/INS3_653/2011,
JN185093,1701,2011/01/25,A/Tula/CRIE-SIA/2011,
MN251005,1777,2011/01/25,A/MUWRP-Uganda/344/2011,
CY092872,1734,2011/01/26,A/Illinois/NHRC0001/2011,
CY176778,1754,2011/01/26,A/Kowloon/INS3_691/2011,
CY091616,1744,2011/01/26,A/Murmansk/RII1/2011,
JN187149,1701,2011/01/26,A/Taiwan/1150/2011,
JN185116,1701,2011/01/26,A/Tula/CRIE-KiP/2011,
JN714492,1701,2011/01/26,A/Nizhnii Novgorod/CRIE-BLM/2011,
CY129565,1752,2011/01/27,A/Kowloon/INS625/2011,
CY134489,1754,2011/01/27,A/Boston/DOA30/2011,
CY111254,1734,2011/01/27,A/Boston/DOA21/2011(H1N1),
CY091620,1744,2011/01/27,A/Kaliningrad/RII4/2011,
JN187150,1701,2011/01/27,A/Taiwan/1749/2011,
JQ365027,1701,2011/01/27,A/Hangzhou/B47/2011,
CY129670,1752,2011/01/27,A/Athens/INS552/2011,
CY134473,1752,2011/01/27,A/Boston/DOA28/2011,
JQ365019,1701,2011/01/28,A/Hangzhou/A50/2011,
CY124503,1730,2011/01/28,A/Singapore/CGH01/2011,
JQ714170,1701,2011/01/28,A/Tianjinjinnan/SWL41/2011,
JN714529,1701,2011/01/28,A/Moscow oblast/CRIE-VFE/2011,
CY092880,1734,2011/01/28,A/California/NHRC0001/2011,
CY176810,1724,2011/01/28,A/Athens/INS3_699/2011,
JQ693687,1701,2011/01/29,A/Taiwan/594/2011,
CY092896,1734,2011/01/29,A/South Carolina/NHRC0002/2011(H1N1),
JF929767,1701,2011/01/29,A/Guangdong/012/2011,
JF929766,1701,2011/01/30,A/Guangdong/010/2011,
CY098052,1701,2011/01/31,A/Moscow/WRAIR4316N/2011,
KC882418,1701,2011/01/31,A/North Carolina/13/2011,
CY098060,1701,2011/01/31,A/Moscow/WRAIR4316T/2011,
CY129974,1752,2011/01/31,A/Warsaw/INS620/2011,
KT180988,1701,2011/01/31,A/Singapore/DMS1083/2011,
KP019855,1701,2011/01/31,A/FuZhou/SWL177/2011,
JN153087,1744,2011/01/31,A/Vladimir/IIV-35/2011,
CY111262,1734,2011/02/01,A/Boston/DOA22/2011(H1N1),
JN187151,1701,2011/02/01,A/Taiwan/2883/2011,
CY129678,1752,2011/02/01,A/Athens/INS553/2011,
KC881787,1701,2011/02/01,A/Maine/01/2011,
JQ693690,1701,2011/02/01,A/Taiwan/1758/2011,
KC190051,1701,2011/02/01,A/Matara/2132/2011,
CY129622,1751,2011/02/01,A/Munich/INS539/2011,
KC882018,1701,2011/02/02,A/Maryland/04/2011,
KC881884,1701,2011/02/02,A/Montana/03/2011,
CY167548,1754,2011/02/02,A/Tennessee/F2026/2011,
CY103847,1701,2011/02/02,A/Novosibirsk/53k/2011,
CY098036,1701,2011/02/02,A/Moscow/WRAIR4314N/2011,
KC881960,1701,2011/02/02,A/Rhode Island/02/2011,
JN185102,1701,2011/02/02,A/Nizhnii Novgorod/CRIE-AVA/2011,
JQ041354,1751,2011/02/03,A/Novosibirsk/KSH/2011,
JN185111,1701,2011/02/03,A/Ufa/CRIE-XFM/2011,
KC190052,1701,2011/02/03,A/Rathnapura/2356/2011,
JN187152,1701,2011/02/03,A/Taiwan/3697/2011,
CY111538,1734,2011/02/03,A/Boston/DOA26/2011,
CY097940,1701,2011/02/03,A/Moscow/WRAIR1968P/2011,
KC881920,1701,2011/02/03,A/Massachusetts/06/2011,
KJ856200,1701,2011/02/03,A/Sri Lanka/2290/2011,
CY129942,1752,2011/02/04,A/Aarhus/INS615/2011,
CY129982,1752,2011/02/04,A/Warsaw/INS621/2011,
CY129702,1752,2011/02/04,A/Athens/INS562/2011,
