accession,segment,length,date,name
JX625646,4,1701,8/17/2010,A/England/03380426/2010
JX625654,4,1701,10/24/2010,A/Northern Ireland/04380108/2010
JQ714074,4,1701,1/24/2012,A/Mexico City/INER1106/2012
KT924263,4,1703,12/2/2014,A/Iran/802/2014
JX625854,4,1701,12/11/2010,A/England/05060351/2010
JX625678,4,1701,11/19/2010,A/England/118/2010
JX875001,4,1701,8/10/2012,A/Ontario/N163578/2012
JX625910,4,1701,12/16/2010,A/England/05120538/2010
JX625846,4,1701,12/11/2010,A/England/287/2010
JX625662,4,1701,11/14/2010,A/England/04640543/2010
CY100522,4,1777,1/18/2010,A/Mexico City/INER9/2010
CY100538,4,1777,2/9/2010,A/Mexico City/INER11/2010
KC297144,4,1701,11/10/2010,A/Jeddah/3666/2010
CY129942,4,1752,2/4/2011,A/Aarhus/INS615/2011
CY129573,4,1750,3/3/2011,A/Kowloon/INS628/2011
CY129878,4,1752,1/13/2011,A/District of Columbia/INS601/2011
KC311433,4,1701,Dec-10,A/Ankara/03/2010
KC311446,4,1701,Feb-11,A/Izmir/12/2011
CY187687,4,1701,1/21/2014,A/Korea/3769/2014
CY129934,4,1752,1/20/2011,A/Aarhus/INS613/2011
CY129982,4,1752,2/4/2011,A/Warsaw/INS621/2011
CY129726,4,1752,2/27/2011,A/Athens/INS571/2011
KC291184,4,1701,7/16/2012,A/Sao Paulo/6-9441/2012
CY129694,4,1752,2/24/2010,A/Athens/INS555/2010
CY129702,4,1752,2/4/2011,A/Athens/INS562/2011
CY129678,4,1752,2/1/2011,A/Athens/INS553/2011
CY129854,4,1752,9/15/2010,A/Cairns North/INS597/2010
KC291185,4,1701,5/6/2012,A/Goias/31793/2012
CY129499,4,1752,1/18/2010,A/Wurzburg/INS578/2010
CY129558,4,1752,2/14/2011,A/Warsaw/INS622/2011
CY129750,4,1752,7/13/2011,A/Darlinghurst/INS575/2011
KF559518,4,1752,1/30/2013,A/Helsinki/338/2013(H1N1)
KX004154,4,1752,10/28/2015,A/Florida/88/2015
KC781221,4,1701,4/5/2010,A/Connecticut/02/2010
KC780353,4,1701,1/23/2010,A/Alabama/02/2010
KC780324,4,1701,5/11/2010,A/Arizona/05/2010
KC781169,4,1701,3/1/2010,A/Alabama/03/2010
KF559886,4,1752,2/13/2013,A/Helsinki/629/2013
KC782161,4,1701,7/14/2010,A/California/12/2010
CY129590,4,1752,2/8/2011,A/Bonn/INS533/2011
KC780547,4,1701,1/1/2010,A/New Jersey/01/2010
KC780502,4,1701,2/10/2010,A/Utah/02/2010
CY129565,4,1752,1/27/2011,A/Kowloon/INS625/2011
CY129662,4,1752,1/19/2011,A/Athens/INS551/2011
KC782004,4,1701,2/17/2010,A/Minnesota/02/2010
KC782014,4,1701,1/5/2010,A/Iowa/01/2010
KC780442,4,1701,1/24/2010,A/Georgia/02/2010
KC781204,4,1701,4/6/2010,A/Kentucky/06/2010
KC780310,4,1701,1/12/2010,A/New York/02/2010
KC780911,4,1701,3/29/2010,A/Oregon/01/2010
KC780464,4,1701,1/24/2010,A/Wisconsin/01/2010
KC782232,4,1701,5/29/2010,A/Arizona/06/2010
KC781863,4,1701,3/8/2010,A/Mississippi/02/2010
KT241019,4,1716,1/15/2015,A/Indore/3415/2015
KT241018,4,1710,1/19/2013,A/Ujjain/2558/2013
KC508625,4,1777,2/29/2012,A/Arizona/M2/2012
KC473854,4,1701,7/28/2010,A/Guangzhou/GIRD74/2010
CY134585,4,1752,2/21/2011,A/Boston/DOA53/2011
KC513481,4,1777,3/10/2012,A/Arizona/M6/2012
CY134489,4,1754,1/27/2011,A/Boston/DOA30/2011
KC891075,4,1701,1/31/2012,A/Idaho/05/2012
KC524501,4,1701,1/9/2013,A/Zhejiang/TZ11/2013
CY135172,4,1701,12/19/2012,A/Guangdong/1513/2012
JX875056,4,1701,4/1/2010,A/Kentucky/180/2010
KC513475,4,1776,3/14/2012,A/Arizona/M8/2012
CY135108,4,1724,12/6/2012,A/Texas/JMM_52/2012
CY189361,4,1761,2/11/2014,A/New York/WC-LVD-14-040/2014
KC780361,4,1701,2/24/2010,A/North Carolina/05/2010
KC781452,4,1701,2/3/2010,A/Louisiana/01/2010
KC780617,4,1701,1/9/2010,A/North Carolina/02/2010
KC780726,4,1701,3/7/2010,A/New Mexico/03/2010
KC780149,4,1701,6/1/2010,A/Texas/03/2010
KC782128,4,1701,3/22/2010,A/Minnesota/04/2010
KC781181,4,1701,2/8/2010,A/Wyoming/01/2010
KC780695,4,1701,2/3/2010,A/Indiana/03/2010
KC781911,4,1701,3/2/2010,A/Massachusetts/02/2010
KC781158,4,1701,3/12/2010,A/Tennessee/02/2010
KC782118,4,1701,4/4/2010,A/Montana/01/2010
KC781340,4,1701,5/4/2010,A/Iowa/05/2010
JX875013,4,1701,4/15/2010,A/Kentucky/190/2010
KC781406,4,1701,3/8/2010,A/Utah/03/2010
KC780661,4,1701,1/27/2010,A/South Carolina/01/2010
KC781247,4,1701,8/5/2010,A/Florida/14/2010
KC780069,4,1701,2/19/2010,A/New Hampshire/02/2010
KC524500,4,1701,12/31/2012,A/Zhejiang/HuZ1/2012
KC781151,4,1701,4/21/2010,A/Wyoming/02/2010
KC781411,4,1701,2/2/2010,A/Georgia/09/2010
KC781895,4,1701,1/12/2010,A/North Carolina/01/2010
KC781915,4,1701,2/25/2010,A/New York/04/2010
KC781201,4,1701,2010,A/Kentucky/07/2010
KC781118,4,1701,3/31/2010,A/Maryland/05/2010
KC781163,4,1701,2/22/2010,A/Kentucky/04/2010
KC780257,4,1701,3/30/2010,A/Hawaii/05/2010
KC781278,4,1701,8/2/2010,A/Florida/13/2010
KC780408,4,1701,1/1/2010,A/Utah/01/2010
KC781435,4,1701,1/2/2010,A/Hawaii/02/2010
KC781416,4,1701,7/27/2010,A/Michigan/06/2010
KC780586,4,1701,2/8/2010,A/Maryland/04/2010
KC780569,4,1701,1/18/2010,A/Georgia/03/2010
KC781190,4,1701,8/12/2010,A/Pennsylvania/07/2010
KC781255,4,1701,2/5/2010,A/Georgia/06/2010
KC780365,4,1701,1/17/2010,A/Pennsylvania/01/2010
KC881764,4,1701,1/18/2011,A/District Of Columbia/01/2011
KC882117,4,1701,10/19/2010,A/California/23/2010
KC020367,4,1701,9/22/2011,A/Cambodia/V1005346/2011
KC882301,4,1701,1/10/2011,A/Missouri/01/2011
KC881785,4,1701,1/23/2011,A/Texas/04/2011
JQ065232,4,1701,1/14/2010,A/Shenzhen/8/2010
JQ693688,4,1701,2/16/2011,A/Taiwan/652/2011
KC881606,4,1701,1/4/2011,A/Oklahoma/01/2011
KC882331,4,1701,1/6/2011,A/Virginia/04/2011
KC882123,4,1701,3/8/2011,A/Colorado/05/2011
KC882418,4,1701,1/31/2011,A/North Carolina/13/2011
JQ693686,4,1701,1/18/2011,A/Taiwan/549/2011
KC882257,4,1701,2/15/2011,A/California/17/2011
KC881807,4,1701,3/9/2011,A/Alaska/11/2011
JQ065327,4,1701,5/11/2011,A/Shenzhen/lg47/2011
KC882349,4,1701,1/24/2011,A/Maryland/05/2011
KC882255,4,1701,12/21/2010,A/Missouri/01/2010
KC881632,4,1701,1/12/2011,A/Connecticut/01/2011
KC882395,4,1701,3/2/2011,A/Maryland/08/2011
KJ942999,4,1754,7/8/2013,A/Santiago/p25d0/2013(H1N1)
JQ065239,4,1701,7/8/2010,A/Shenzhen/627/2010
KC882398,4,1701,2/12/2011,A/Delaware/08/2011
KC882075,4,1701,2/15/2011,A/Virginia/02/2011
KC881835,4,1701,2/12/2011,A/Nebraska/07/2011
KC882039,4,1701,3/20/2011,A/New York/03/2011
KC881744,4,1701,1/11/2011,A/Washington/05/2011
KC882015,4,1701,3/8/2011,A/Arizona/02/2011
KC842134,4,1701,1/1/2011,A/Tehran/48/2011
KC882018,4,1701,2/2/2011,A/Maryland/04/2011
KC881964,4,1701,3/30/2011,A/Alaska/14/2011
KC882322,4,1701,2/25/2011,A/Nebraska/13/2011
KC882032,4,1701,10/12/2010,A/Utah/05/2010
KC882196,4,1701,2/20/2011,A/Indiana/05/2011
KC881905,4,1701,2/18/2011,A/Minnesota/03/2011
KC881833,4,1701,11/10/2010,A/Kentucky/10/2010
KC881877,4,1701,2/23/2011,A/Mississippi/07/2011
KC881919,4,1701,3/1/2011,A/Hawaii/01/2011
JQ065333,4,1701,4/19/2011,A/Shenzhen/126/2011
KC881746,4,1701,1/14/2011,A/Alaska/08/2011
JQ065236,4,1701,1/14/2010,A/Shenzhen/37/2010
KC881931,4,1701,2/21/2011,A/New York/04/2011
KC881569,4,1701,1/8/2011,A/Nebraska/04/2011
JQ693691,4,1701,2/24/2011,A/Taiwan/1829/2011
KC882108,4,1701,10/5/2010,A/Hawaii/16/2010
KC881830,4,1701,11/1/2010,A/Kentucky/09/2010
KC881725,4,1701,2/14/2011,A/Wisconsin/15/2011
KC882336,4,1701,2/22/2011,A/Maryland/06/2011
KC842136,4,1701,1/3/2011,A/Ardebil/56/2011
KC881308,4,1724,2/25/2013,A/Marburg/1/2013
KC882211,4,1701,2/10/2011,A/Washington/08/2011
KC881884,4,1701,2/2/2011,A/Montana/03/2011
KC881653,4,1701,3/1/2011,A/Texas/09/2011
KC882081,4,1701,2/13/2011,A/Connecticut/04/2011
KC882090,4,1701,2/8/2011,A/Kansas/06/2011
KC881836,4,1701,11/16/2010,A/Pennsylvania/17/2010
KC881805,4,1701,2/23/2011,A/Tennessee/01/2011
KC882362,4,1701,2/7/2011,A/Indiana/07/2011
KC881648,4,1701,3/17/2011,A/Wisconsin/17/2011
KC882251,4,1701,12/14/2010,A/Connecticut/07/2010
JQ065328,4,1701,5/11/2011,A/Shenzhen/lg56/2011
KC881955,4,1701,2/6/2011,A/Alaska/09/2011
KC881943,4,1701,2/9/2011,A/New Mexico/05/2011
KC881787,4,1701,2/1/2011,A/Maine/01/2011
KC881636,4,1701,1/4/2011,A/Florida/03/2011
JQ065240,4,1701,7/8/2010,A/Shenzhen/970/2010
KC882192,4,1701,4/2/2011,A/Connecticut/08/2011
KC842132,4,1701,1/8/2013,A/Shiraz/11/2013
KC842150,4,1701,2/24/2011,A/Tehran/4952/2011
KC842160,4,1701,3/3/2011,A/Tehran/5404/2011
KC882278,4,1701,3/30/2011,A/Michigan/03/2011
KC882366,4,1701,12/29/2010,A/Colorado/11/2010
JQ065234,4,1701,1/14/2010,A/Shenzhen/27/2010
KC881922,4,1701,2/18/2011,A/Utah/08/2011
KC881706,4,1701,4/13/2011,A/New York/09/2011
KC881868,4,1701,12/25/2010,A/Arizona/15/2010
KC881862,4,1701,1/5/2011,A/South Carolina/02/2011
KC881714,4,1701,3/9/2011,A/Illinois/05/2011
KC842138,4,1701,1/4/2011,A/Hamedan/63/2011
KC871172,4,1701,12/15/2012,A/Hormozgan/31167/2012
KC881598,4,1701,1/20/2011,A/Nebraska/06/2011
JQ065242,4,1701,7/8/2010,A/Shenzhen/1088/2010
JQ693690,4,1701,2/1/2011,A/Taiwan/1758/2011
KC842182,4,1701,12/12/2012,A/Hormozgan/30318/2012
KC020363,4,1701,5/17/2011,A/Cambodia/V0601312/2011
KC881716,4,1701,1/20/2011,A/North Carolina/09/2011
KC881997,4,1701,2/11/2011,A/New Hampshire/03/2011
KC881756,4,1701,1/13/2011,A/New Jersey/03/2011
KC882096,4,1701,11/22/2010,A/North Carolina/14/2010
KC881892,4,1701,1/20/2011,A/Wisconsin/08/2011
KC882102,4,1701,11/16/2010,A/Pennsylvania/34/2010
KC891102,4,1701,3/4/2012,A/Michigan/01/2012
CY080263,4,1701,1/6/2010,A/Shantou/8012/2010
JX309323,4,1777,4/23/2010,A/Singapore/GP1545/2010
JN601085,4,1701,12/7/2010,A/Finland/15/2010
JX309599,4,1777,6/22/2010,A/Singapore/KK441/2010
HQ419006,4,1701,Feb-10,A/Shiraz/3/2010(H1N1)
KC781359,4,1701,1/2/2010,A/Hawaii/02/2010
KC781903,4,1701,1/4/2010,A/Alabama/01/2010
KC881719,4,1701,3/1/2011,A/North Carolina/08/2011
KC881789,4,1701,1/18/2011,A/North Carolina/03/2011
KC881579,4,1701,1/18/2011,A/Utah/02/2011
CY071279,4,1734,2/5/2010,A/Athens/INS413/2010(H1N1)
JX625822,4,1701,12/6/2010,A/England/280/2010
CY129862,4,1752,2/16/2011,A/Springfield/INS598/2011
CY130173,4,1701,10/3/2012,A/South Carolina/3042/2012
JF500424,4,1701,12/30/2010,A/Ghom/167/2010
JF929743,4,1701,1/13/2011,A/Guangdong/sz1/2011
CY075059,4,1734,1/6/2010,A/Athens/INS392/2010(H1N1)
KC842140,4,1701,1/1/2011,A/Alborz/99/2011
JQ693687,4,1701,1/29/2011,A/Taiwan/594/2011
KC842180,4,1701,12/17/2012,A/Tehran/7359/2012
KC881591,4,1701,7/3/2011,A/Texas/10/2011
KC881910,4,1701,2/23/2011,A/Michigan/02/2011
KC882073,4,1701,11/30/2010,A/Missouri/03/2010
KC882288,4,1701,4/14/2011,A/Arkansas/03/2011
KC881722,4,1701,2/6/2011,A/Wisconsin/18/2011
KC882026,4,1701,7/29/2010,A/Indiana/06/2010
KC891177,4,1701,4/3/2012,A/Louisiana/03/2012
CY141207,4,1701,1/9/2013,A/Korea/3192/2013
KC891519,4,1701,3/12/2012,A/Texas/33/2012
KC891032,4,1701,1/31/2012,A/West Virginia/02/2012
KC891090,4,1701,2/29/2012,A/Rhode Island/02/2012
KC891372,4,1701,1/17/2012,A/Utah/01/2012
KC891346,4,1701,3/21/2012,A/Colorado/12/2012
KC891246,4,1701,3/6/2012,A/New Mexico/05/2012
KC891464,4,1701,2/1/2012,A/Texas/18/2012
KC891018,4,1701,6/24/2012,A/South Carolina/13/2012
KC891170,4,1701,3/20/2012,A/Washington/22/2012
KC891026,4,1701,10/16/2011,A/Wisconsin/26/2011
KC882187,4,1701,3/14/2011,A/New York/07/2011
KC842156,4,1701,1/3/2011,A/Alborz/5293/2011
KC891412,4,1701,6/4/2012,A/Wisconsin/16/2012
KC891109,4,1701,3/19/2012,A/New York/13/2012
KC891212,4,1701,7/12/2012,A/Maryland/21/2012
KC891063,4,1701,2/14/2012,A/Maryland/10/2012
KC891234,4,1701,1/24/2012,A/Arizona/08/2012
KC891066,4,1701,2/13/2012,A/Kansas/04/2012
KC891513,4,1701,3/8/2012,A/Texas/34/2012
KC891081,4,1701,2/13/2012,A/Washington/15/2012
KC891135,4,1701,3/8/2012,A/Illinois/06/2012
KC881585,4,1701,3/29/2011,A/New Mexico/10/2011
KC891341,4,1701,3/20/2012,A/Minnesota/06/2012
KC891503,4,1701,2/12/2012,A/Delaware/03/2012
KC891187,4,1701,4/14/2012,A/Iowa/12/2012
KC891390,4,1701,5/15/2012,A/Maryland/16/2012
KC891313,4,1701,5/1/2012,A/California/33/2012
KC891055,4,1701,5/8/2012,A/Utah/16/2012
KC891574,4,1701,4/17/2012,A/New York/34/2012
KC891010,4,1701,2/6/2012,A/Vermont/03/2012
KC891132,4,1701,3/12/2012,A/Illinois/07/2012
KC891358,4,1701,1/9/2012,A/Texas/04/2012
KC891355,4,1701,12/14/2011,A/New York/21/2011
KC891054,4,1701,1/7/2012,A/Texas/02/2012
KC891201,4,1701,10/30/2011,A/Florida/27/2011
KC891173,4,1701,3/5/2012,A/Oklahoma/03/2012
KC891078,4,1701,2/13/2012,A/Washington/14/2012
KC891019,4,1701,3/7/2012,A/Texas/36/2012
KC891289,4,1701,3/5/2012,A/Georgia/07/2012
KC891306,4,1701,3/28/2012,A/Colorado/14/2012
KC891443,4,1701,3/10/2012,A/New Hampshire/07/2012
KC891378,4,1701,12/16/2011,A/Oregon/13/2011
KC842166,4,1701,3/6/2011,A/Marivan/5714/2011
KC882067,4,1701,6/11/2010,A/Indiana/05/2010
KC891027,4,1701,9/26/2011,A/Pennsylvania/14/2011
KC891483,4,1701,1/17/2012,A/New Jersey/02/2012
CY141238,4,1701,1/20/2013,A/New York/3223/2013
KC882157,4,1701,11/18/2010,A/Rhode Island/03/2010
KC891087,4,1701,2/10/2012,A/Kentucky/03/2012
KC891516,4,1701,2/20/2012,A/California/21/2012
KC882314,4,1701,2/25/2011,A/Wisconsin/35/2011
KC891343,4,1701,3/9/2012,A/Virginia/07/2012
KC891291,4,1701,3/7/2012,A/Georgia/08/2012
KC891264,4,1701,3/17/2012,A/Pennsylvania/06/2012
KC891406,4,1701,5/3/2012,A/New Mexico/14/2012
KC891414,4,1701,9/15/2011,A/California/24/2011
KC891251,4,1701,2/24/2012,A/Georgia/06/2012
KC891317,4,1701,12/22/2011,A/Vermont/16/2011
KC891051,4,1701,3/8/2012,A/Illinois/06/2012
KC891308,4,1701,8/9/2012,A/Nebraska/10/2012
KC891455,4,1701,1/22/2012,A/Delaware/01/2012
KP317246,4,1701,3/17/2011,A/Punjab/042/2011
CY092888,4,1734,1/25/2011,A/South Carolina/NHRC0001/2011(H1N1)
KF648032,4,1701,8/2/2013,A/Delaware/09/2013
CY121840,4,1752,2010,A/South Carolina/10/2010(H1N1)
HM752473,4,1737,1/18/2010,A/Thailand/CU-MV6/2010
CY096602,4,1734,3/21/2010,A/Cambridge/INS528/2010(H1N1)
CY092896,4,1734,1/29/2011,A/South Carolina/NHRC0002/2011(H1N1)
CY062138,4,1734,1/26/2010,A/New York/2960/2010(H1N1)
CY067630,4,1701,Mar-10,A/Qingdao/220/2010
HM124383,4,1744,3/2/2010,A/Orenburg/IIV-13/2010(H1N1)
KC891096,4,1701,2/26/2012,A/North Dakota/01/2012
KC780350,4,1701,2/11/2010,A/Delaware/02/2010
KC842148,4,1701,2/10/2011,A/Tehran/4060/2011
KC780620,4,1701,1/4/2010,A/Alabama/01/2010
CY072088,4,1701,2/18/2010,A/Rio de Janeiro/491/2010(H1N1)
JN613301,4,1701,Dec-10,A/Ankara/01/2010
HQ419005,4,1701,Feb-10,A/Shiraz/2/2010(H1N1)
KF647987,4,1701,1/18/2013,A/Pennsylvania/01/2013
KC891146,4,1701,4/5/2012,A/Wyoming/09/2012
KF451900,4,1777,1/17/2013,A/Kenya/262/2013
KF451901,4,1777,1/28/2013,A/Kenya/263/2013
KF451902,4,1777,12/18/2012,A/Kenya/264/2012
KF451903,4,1777,1/8/2013,A/Kenya/265/2013
KC891461,4,1701,1/27/2012,A/Idaho/03/2012
KC891391,4,1701,5/1/2012,A/Idaho/16/2012
KC891339,4,1701,3/15/2012,A/Louisiana/01/2012
CY141208,4,1701,1/9/2013,A/Korea/3193/2013
KC891179,4,1701,2/29/2012,A/Illinois/04/2012
KC891248,4,1701,2/18/2012,A/Idaho/07/2012
KC891047,4,1701,3/2/2012,A/Illinois/05/2012
KC891556,4,1701,4/16/2012,A/Illinois/03/2012
KC895861,4,1938,2/16/2011,A/Moscow/501/2011
KF041894,4,1777,4/15/2013,A/Para/122805/2013
KF041871,4,1761,3/25/2012,A/Para/117896/2012
KF041881,4,1777,3/15/2012,A/Ceara/119139/2012
KF203232,4,1701,3/20/2013,A/Sao Paulo/19279/2013
KF142474,4,1701,3/4/2013,A/Sao Paulo/13922/2013
KF151215,4,1701,4/3/2013,A/Sao Paulo/25271/2013
KF196274,4,1701,6/18/2011,A/Sao Paulo/6-17634/2011
KF151219,4,1701,4/15/2013,A/Sao Paulo/28683/2013
CY147207,4,1701,4/8/2013,A/Guam/3315/2013
CY147205,4,1701,1/31/2013,A/Mississippi/3313/2013
CY147203,4,1701,1/29/2013,A/California/3311/2013
KF196273,4,1701,9/1/2011,A/Sao Paulo/2-24927/2011
KX005938,4,1752,1/21/2016,A/Nebraska/04/2016
CY056294,4,1701,1/8/2010,A/Henan/1/2010(H1N1)
KF451904,4,1777,3/6/2013,A/Kenya/266/2013
KF451913,4,1777,1/23/2013,A/Kenya/267/2013
KF647918,4,1701,2/25/2013,A/Alabama/04/2013
KF647920,4,1701,10/29/2012,A/Minnesota/16/2012
KF648067,4,1701,1/6/2013,A/New Mexico/02/2013
KF648091,4,1701,12/17/2012,A/Texas/99/2012
KF647996,4,1701,12/13/2012,A/Minnesota/26/2012
KF648023,4,1701,12/2/2012,A/New York/45/2012
KF647993,4,1701,6/23/2013,A/Wisconsin/11/2013
KF648022,4,1701,6/15/2013,A/Florida/18/2013
CY148259,4,1754,2/1/2012,A/Georgia/F32551/2012
CY148155,4,1754,2/1/2012,A/Georgia/M5081/2012
CY147979,4,1754,2/1/2012,A/Georgia/M5081/2012
CY148203,4,1727,2/1/2012,A/Georgia/M5081/2012
CY148075,4,1754,2/1/2012,A/Georgia/M5081/2012
KF648206,4,1701,10/2/2012,A/New York/36/2012
KF648215,4,1701,9/24/2012,A/Michigan/24/2012
KF648162,4,1701,4/9/2013,A/Pennsylvania/05/2013
KF648163,4,1701,4/14/2013,A/Utah/05/2013
KF648201,4,1701,4/8/2013,A/Georgia/02/2013
KF648196,4,1701,4/9/2013,A/North Carolina/07/2013
KF648244,4,1701,10/22/2012,A/South Carolina/19/2012
KF648261,4,1701,10/2/2012,A/New York/36/2012
KF648273,4,1701,1/14/2013,A/Indiana/02/2013
KF648028,4,1701,9/24/2012,A/Maryland/31/2012
KF560286,4,1752,12/18/2012,A/Helsinki/1973/2012
AB745318,4,1744,Feb-11,A/Tottori/ST640/2011
AB745322,4,1744,Mar-11,A/Tottori/ST694/2011
AB745255,4,1744,Jan-10,A/Tottori/ST486/2010
AB745259,4,1744,Jan-10,A/Tottori/ST494/2010
CY189065,4,1752,1/13/2014,A/New York/WC-LVD-14-003/2014
KF280663,4,1701,9/23/2011,A/India/P1114854/2011(H1N1)
KF280679,4,1701,2/24/2012,A/India/P121716/2012(H1N1)
AB745254,4,1744,Jan-10,A/Tottori/ST485/2010
AB745310,4,1744,Jan-11,A/Tottori/ST582/2011
AB745362,4,1744,Feb-11,A/Tottori/TT111/2011
AB745371,4,1744,Mar-11,A/Tottori/TT157/2011
KF280687,4,1701,2/24/2012,A/India/P121717/2012(H1N1)
AB745373,4,1744,Mar-11,A/Tottori/TT183/2011
AB745374,4,1744,Apr-11,A/Tottori/TT210/2011
AB745398,4,1744,Jan-11,A/Tottori/YK020/2011
AB745408,4,1744,Feb-11,A/Tottori/YK058/2011
AB745295,4,1744,Jan-11,A/Tottori/ST542/2011
KF280703,4,1701,2/24/2012,A/India/P121778/2012(H1N1)
KF280711,4,1701,2/29/2012,A/India/P121939/2012(H1N1)
AB745328,4,1744,Jan-11,A/Tottori/TT001/2011
AB745332,4,1744,Jan-11,A/Tottori/TT005/2011
AB745334,4,1744,Jan-11,A/Tottori/TT007/2011
AB745342,4,1744,Jan-11,A/Tottori/TT015/2011
AB745352,4,1744,Jan-11,A/Tottori/TT066/2011
AB745359,4,1744,Jan-11,A/Tottori/TT090/2011
AB745368,4,1744,Mar-11,A/Tottori/TT145/2011
AB745383,4,1744,Jan-11,A/Tottori/YK004/2011
KF057112,4,1701,1/4/2011,A/Jiangsu/1/2011
AB745375,4,1744,Apr-11,A/Tottori/TT227/2011
AB745378,4,1744,Apr-11,A/Tottori/TT254/2011
AB745386,4,1744,Jan-11,A/Tottori/YK007/2011
AB745389,4,1744,Jan-11,A/Tottori/YK010/2011
AB745399,4,1744,Jan-11,A/Tottori/YK026/2011
AB745401,4,1744,Jan-11,A/Tottori/YK030/2011
KJ645769,4,1777,1/15/2014,A/Gainesville/05/2014
JQ714170,4,1701,1/28/2011,A/Tianjinjinnan/SWL41/2011
JQ714167,4,1701,1/2/2010,A/Tianjinnankai/SWL49/2010
KF495633,4,1701,2/8/2013,A/Taiwan/80125/2013
KF495630,4,1701,2/4/2013,A/Taiwan/80109/2013
KF886342,4,1701,1/28/2013,A/Illinois/NHRC395317/2013
KF886333,4,1701,1/30/2013,A/California/NHRC392596/2013
KF886326,4,1701,1/28/2013,A/Oklahoma/NHRC391991/2013
KF886307,4,1701,1/7/2013,A/California/NHRC386820/2013
KF886313,4,1701,1/23/2013,A/California/NHRC393108/2013
KF495631,4,1701,2/15/2013,A/Taiwan/80141/2013
KF495635,4,1701,2/15/2013,A/Taiwan/80148/2013
KF495642,4,1701,1/25/2013,A/Taiwan/80075/2013
KF886319,4,1701,2/1/2013,A/South Carolina/NHRC393105/2013
KJ136192,4,1701,8/5/2013,A/Utah/08/2013
CY189489,4,1761,3/27/2014,A/New York/WC-LVD-14-057/2014
KJ406385,4,1745,12/9/2013,A/Ontario/53/2013
KF559414,4,1752,1/16/2013,A/Helsinki/147/2013
KF560094,4,1752,2/21/2013,A/Helsinki/828/2013
KF560014,4,1752,2/19/2013,A/Helsinki/757/2013
KJ395999,4,1701,12/21/2013,A/British Columbia/48/2013
CY163413,4,1701,2/14/2013,A/Texas/3425/2013
KF886296,4,1728,7/3/2013,A/Indore/2683/2013
CY163421,4,1701,5/2/2013,A/Florida/3433/2013
KF270582,4,1701,1/27/2013,A/India/P131027/2013(H1N1)
KJ136252,4,1701,8/27/2013,A/North Carolina/09/2013
CY163467,4,1701,11/5/2013,A/Florida/3479/2013
CY163508,4,1701,12/13/2013,A/Texas/3520/2013
CY163465,4,1701,9/30/2013,A/Mississippi/3477/2013
CY163487,4,1701,12/5/2013,A/Louisiana/3499/2013
CY163490,4,1701,12/4/2013,A/Florida/3502/2013
CY163495,4,1701,12/9/2013,A/Florida/3507/2013
KF559446,4,1752,1/22/2013,A/Helsinki/207/2013(H1N1)
KF559470,4,1752,1/28/2013,A/Helsinki/280/2013(H1N1)
KF559486,4,1752,1/28/2013,A/Helsinki/305/2013(H1N1)
KF559646,4,1752,2/6/2013,A/Helsinki/456/2013
KF559966,4,1752,2/15/2013,A/Helsinki/709/2013
KF559782,4,1752,2/11/2013,A/Helsinki/551/2013
KF559798,4,1752,2/10/2013,A/Helsinki/568/2013
KF560222,4,1752,3/2/2013,A/Helsinki/994/2013
KF560230,4,1752,3/4/2013,A/Helsinki/997/2013
KF559910,4,1752,2/14/2013,A/Helsinki/664/2013
KF560214,4,1752,2/28/2013,A/Helsinki/979/2013
KF560190,4,1752,2/28/2013,A/Helsinki/956/2013
CY167548,4,1754,2/2/2011,A/Tennessee/F2026/2011
KF559422,4,1752,1/19/2013,A/Helsinki/153/2013
KF559662,4,1752,2/6/2013,A/Helsinki/478/2013
KF559926,4,1752,2/14/2013,A/Helsinki/677/2013
KF559934,4,1752,2/15/2013,A/Helsinki/678/2013
KF560158,4,1752,2/27/2013,A/Helsinki/911/2013
KF559606,4,1752,2/5/2013,A/Helsinki/430/2013
KF560174,4,1752,3/1/2012,A/Helsinki/922/2012
KF560302,4,1752,4/15/2011,A/Helsinki/11IH2213/2011
KF559686,4,1752,2/6/2013,A/Helsinki/490/2013
KF559774,4,1752,2/10/2013,A/Helsinki/543/2013
KF560166,4,1752,2/26/2013,A/Helsinki/912/2013
KF559990,4,1752,2/18/2013,A/Helsinki/737/2013
KF560102,4,1752,2/24/2013,A/Helsinki/844/2013
KF560206,4,1752,3/1/2013,A/Helsinki/977/2013
CY167660,4,1727,3/3/2011,A/Tennessee/F2068/2011
KF559398,4,1752,1/16/2013,A/Helsinki/135/2013
KF559366,4,1752,1/7/2013,A/Helsinki/39/2013
KP864382,4,1701,1/28/2014,A/British Columbia/24/2014
CY167772,4,1734,1/19/2010,A/Tennessee/F1035/2010
CY167748,4,1752,3/31/2011,A/Tennessee/F2090/2011
CY167309,4,1752,3/17/2011,A/Tennessee/F2085/2011
KJ411983,4,1777,4/13/2012,A/Arizona/M20/2012
KJ196070,4,1701,7/4/2013,A/Tehran/52774/2013
KJ196073,4,1701,1/20/2013,A/Tehran/38947/2013
KJ196071,4,1701,4/8/2013,A/Tehran/55774/2013
KJ196069,4,1701,5/16/2013,A/Tehran/53411/2013
KJ196074,4,1701,7/29/2013,A/Tehran/53422/2013
KJ196072,4,1701,1/17/2013,A/Zanjan/37402/2013
